,Director,Actor,Frequency
3164,Andy Tennant,Matthew McConaughey,1
3165,Andy Tennant,Kate Hudson,1
3166,Andy Tennant,Donald Sutherland,1
3167,Andy Tennant,Alexis Dziena,1
3168,Larry Charles,Sacha Baron Cohen,1
3169,Larry Charles,Anna Faris,1
3170,Larry Charles,John C. Reilly,1
3171,Larry Charles,Ben Kingsley,1
3172,Erik Van Looy,Karl Urban,1
3173,Erik Van Looy,James Marsden,1
3174,Erik Van Looy,Wentworth Miller,1
3175,Erik Van Looy,Eric Stonestreet,1
3176,Cristian Mungiu,Adrian Titieni,1
3177,Cristian Mungiu,Maria-Victoria Dragus,1
3178,Cristian Mungiu,Lia Bugnar,1
3179,Cristian Mungiu,Malina Manovici,1
3180,Dennis Dugan,John Turturro,1
3181,Dennis Dugan,Emmanuelle Chriqui,1
3182,Dennis Dugan,Nick Swardson,1
3183,Gee Malik Linton,Ana de Armas,1
3184,Gee Malik Linton,Keanu Reeves,1
3185,Gee Malik Linton,Christopher McDonald,1
3186,Gee Malik Linton,Mira Sorvino,1
3187,Aisling Walsh,Ethan Hawke,1
3188,Aisling Walsh,Sally Hawkins,1
3189,Aisling Walsh,Kari Matchett,1
3190,Aisling Walsh,Zachary Bennett,1
3191,Sean Anders,Jason Bateman,1
3192,Sean Anders,Jason Sudeikis,1
3193,Sean Anders,Charlie Day,1
3194,Sean Anders,Jennifer Aniston,1
3195,Luca Guadagnino,Tilda Swinton,1
3196,Luca Guadagnino,Matthias Schoenaerts,1
3197,Luca Guadagnino,Ralph Fiennes,1
3198,Luca Guadagnino,Dakota Johnson,1
3199,Lars von Trier,Kirsten Dunst,1
3200,Lars von Trier,Kiefer Sutherland,1
3201,Lars von Trier,Alexander Skarsgård,1
3202,Ron Clements,Anika Noni Rose,1
3203,Ron Clements,Keith David,1
3204,Ron Clements,Oprah Winfrey,1
3205,Ron Clements,Bruno Campos,1
3206,Tony Scott,Chris Pine,1
3207,Tony Scott,Rosario Dawson,1
3208,Tony Scott,Ethan Suplee,1
3209,Robert Zemeckis,Denzel Washington,1
3210,Robert Zemeckis,Nadine Velazquez,1
3211,Robert Zemeckis,Don Cheadle,1
3212,Robert Zemeckis,John Goodman,1
3213,Tim Johnson,Jim Parsons,1
3214,Tim Johnson,Rihanna,1
3215,Tim Johnson,Steve Martin,1
3216,Tim Johnson,Jennifer Lopez,1
3217,Giuseppe Tornatore,Geoffrey Rush,1
3218,Giuseppe Tornatore,Jim Sturgess,1
3219,Giuseppe Tornatore,Sylvia Hoeks,1
3220,Giuseppe Tornatore,Donald Sutherland,1
3221,Nathan Morlando,Sophie Nélisse,1
3222,Nathan Morlando,Josh Wiggins,1
3223,Nathan Morlando,Joe Cobden,1
3224,Nathan Morlando,Bill Paxton,1
3225,Brian Helgeland,Chadwick Boseman,1
3226,Brian Helgeland,T.R. Knight,1
3227,Brian Helgeland,Harrison Ford,1
3228,Brian Helgeland,Nicole Beharie,1
3229,Robert Luketic,Jim Sturgess,1
3230,Robert Luketic,Kate Bosworth,1
3231,Robert Luketic,Kevin Spacey,1
3232,Robert Luketic,Aaron Yoo,1
3233,John Carney,Keira Knightley,1
3234,John Carney,Mark Ruffalo,1
3235,John Carney,Adam Levine,1
3236,John Carney,Hailee Steinfeld,1
3237,Scott Cooper,Christian Bale,1
3238,Scott Cooper,Casey Affleck,1
3239,Scott Cooper,Zoe Saldana,1
3240,Scott Cooper,Woody Harrelson,1
3241,Woody Allen,Rebecca Hall,1
3242,Woody Allen,Scarlett Johansson,1
3243,Woody Allen,Javier Bardem,1
3244,Woody Allen,Christopher Evan Welch,1
3245,Mark Osborne,Jack Black,1
3246,Mark Osborne,Ian McShane,1
3247,Mark Osborne,Angelina Jolie,1
3248,Mark Osborne,Dustin Hoffman,1
3249,Malcolm D. Lee,Ice Cube,1
3250,Malcolm D. Lee,Regina Hall,1
3251,Malcolm D. Lee,Anthony Anderson,1
3252,Malcolm D. Lee,Eve,1
3253,McG,Christian Bale,1
3254,McG,Sam Worthington,1
3255,McG,Anton Yelchin,1
3256,McG,Moon Bloodgood,1
3257,Richard LaGravenese,Imelda Staunton,1
3258,Richard LaGravenese,Patrick Dempsey,1
3259,Richard LaGravenese,Scott Glenn,1
3260,Alexandre Aja,Ted Levine,1
3261,Alexandre Aja,Kathleen Quinlan,1
3262,Alexandre Aja,Dan Byrd,1
3263,Alexandre Aja,Emilie de Ravin,1
3264,Clint Eastwood,Angelina Jolie,1
3265,Clint Eastwood,Colm Feore,1
3266,Clint Eastwood,Amy Ryan,1
3267,Clint Eastwood,Gattlin Griffith,1
3268,Allen Coulter,Robert Pattinson,1
3269,Allen Coulter,Emilie de Ravin,1
3270,Allen Coulter,Caitlyn Rund,1
3271,Allen Coulter,Moisés Acevedo,1
3272,Naoko Yamada,Miyu Irino,1
3273,Naoko Yamada,Saori Hayami,1
3274,Naoko Yamada,Aoi Yuki,1
3275,Naoko Yamada,Kenshô Ono,1
3276,Miguel Arteta,Steve Carell,1
3277,Miguel Arteta,Jennifer Garner,1
3278,Miguel Arteta,Ed Oxenbould,1
3279,Miguel Arteta,Dylan Minnette,1
3280,Steven Knight,Tom Hardy,1
3281,Steven Knight,Olivia Colman,1
3282,Steven Knight,Ruth Wilson,1
3283,Steven Knight,Andrew Scott,1
3284,Alexandre Aja,Jamie Dornan,1
3285,Alexandre Aja,Aiden Longworth,1
3286,Alexandre Aja,Sarah Gadon,1
3287,Alexandre Aja,Aaron Paul,1
3288,Alexandre Aja,Daniel Radcliffe,1
3289,Alexandre Aja,Juno Temple,1
3290,Alexandre Aja,Max Minghella,1
3291,Alexandre Aja,Joe Anderson,1
3292,James Schamus,Logan Lerman,1
3293,James Schamus,Sarah Gadon,1
3294,James Schamus,Tijuana Ricks,1
3295,James Schamus,Sue Dahlman,1
3296,Kyle Patrick Alvarez,Ezra Miller,1
3297,Kyle Patrick Alvarez,Tye Sheridan,1
3298,Kyle Patrick Alvarez,Billy Crudup,1
3299,Kyle Patrick Alvarez,Olivia Thirlby,1
3300,David Bowers,Rachael Harris,1
3301,J.J. Abrams,Tom Cruise,1
3302,J.J. Abrams,Michelle Monaghan,1
3303,J.J. Abrams,Ving Rhames,1
3304,J.J. Abrams,Philip Seymour Hoffman,1
3305,Hannes Holm,Rolf Lassgård,1
3306,Hannes Holm,Bahar Pars,1
3307,Hannes Holm,Filip Berg,1
3308,Hannes Holm,Ida Engvoll,1
3309,James Wong,Justin Chatwin,1
3310,James Wong,James Marsters,1
3311,James Wong,Yun-Fat Chow,1
3312,James Wong,Emmy Rossum,1
3313,Dan Bradley,Chris Hemsworth,1
3314,Dan Bradley,Isabel Lucas,1
3315,Dan Bradley,Josh Hutcherson,1
3316,Dan Bradley,Josh Peck,1
3317,Lone Scherfig,Anne Hathaway,1
3318,Lone Scherfig,Jim Sturgess,1
3319,Lone Scherfig,Patricia Clarkson,1
3320,Lone Scherfig,Tom Mison,1
3321,Greg Berlanti,Katherine Heigl,1
3322,Greg Berlanti,Josh Duhamel,1
3323,Greg Berlanti,Josh Lucas,1
3324,Greg Berlanti,Alexis Clagett,1
3325,Juan Carlos Fresnadillo,Jeremy Renner,1
3326,Juan Carlos Fresnadillo,Rose Byrne,1
3327,Juan Carlos Fresnadillo,Robert Carlyle,1
3328,Juan Carlos Fresnadillo,Harold Perrineau,1
3329,Jonathan Levine,Nicholas Hoult,1
3330,Jonathan Levine,Teresa Palmer,1
3331,Jonathan Levine,John Malkovich,1
3332,Jonathan Levine,Analeigh Tipton,1
3333,Woody Allen,Cate Blanchett,1
3334,Woody Allen,Alec Baldwin,1
3335,Woody Allen,Peter Sarsgaard,1
3336,Woody Allen,Sally Hawkins,1
3337,Jon M. Chu,Dwayne Johnson,1
3338,Jon M. Chu,Channing Tatum,1
3339,Jon M. Chu,Adrianne Palicki,1
3340,Jon M. Chu,Byung-hun Lee,1
3341,Jonathan Liebesman,Sam Worthington,1
3342,Jonathan Liebesman,Liam Neeson,1
3343,Jonathan Liebesman,Rosamund Pike,1
3344,Jonathan Liebesman,Ralph Fiennes,1
3345,Hideaki Anno,Hiroki Hasegawa,1
3346,Hideaki Anno,Yutaka Takenouchi,1
3347,Hideaki Anno,Satomi Ishihara,1
3348,Hideaki Anno,Ren Ôsugi,1
3349,John Lee Hancock,Emma Thompson,1
3350,John Lee Hancock,Tom Hanks,1
3351,John Lee Hancock,Annie Rose Buckley,1
3352,John Lee Hancock,Colin Farrell,1
3353,Wally Pfister,Johnny Depp,1
3354,Wally Pfister,Rebecca Hall,1
3355,Wally Pfister,Morgan Freeman,1
3356,Wally Pfister,Cillian Murphy,1
3357,Carlos Saldanha,Jesse Eisenberg,1
3358,Carlos Saldanha,Anne Hathaway,1
3359,Carlos Saldanha,George Lopez,1
3360,Carlos Saldanha,Karen Disher,1
3361,Drake Doremus,Nicholas Hoult,1
3362,Drake Doremus,Kristen Stewart,1
3363,Drake Doremus,Vernetta Lopez,1
3364,Drake Doremus,Scott Lawrence,1
3365,Alejandro González Iñárritu,Brad Pitt,1
3366,Alejandro González Iñárritu,Cate Blanchett,1
3367,Alejandro González Iñárritu,Gael García Bernal,1
3368,Alejandro González Iñárritu,Mohamed Akhzam,1
3369,Terrence Malick,Brad Pitt,1
3370,Terrence Malick,Sean Penn,1
3371,Terrence Malick,Jessica Chastain,1
3372,Terrence Malick,Hunter McCracken,1
3373,Scott Hicks,Zac Efron,1
3374,Scott Hicks,Taylor Schilling,1
3375,Scott Hicks,Blythe Danner,1
3376,Scott Hicks,Riley Thomas Stewart,1
3377,Alexandre Aja,Elisabeth Shue,1
3378,Alexandre Aja,Jerry O'Connell,1
3379,Alexandre Aja,Richard Dreyfuss,1
3380,Alexandre Aja,Ving Rhames,1
3381,Jonathan Levine,Joseph Gordon-Levitt,1
3382,Jonathan Levine,Seth Rogen,1
3383,Jonathan Levine,Anna Kendrick,1
3384,Jonathan Levine,Bryce Dallas Howard,1
3385,Femi Oyeniran,Dylan Duffus,1
3386,Femi Oyeniran,Scorcher,1
3387,Femi Oyeniran,Shone Romulus,1
3388,Femi Oyeniran,Jade Asha,1
3389,Judd Apatow,Maude Apatow,1
3390,Judd Apatow,Iris Apatow,1
3391,Shawn Levy,Hugh Jackman,1
3392,Shawn Levy,Evangeline Lilly,1
3393,Shawn Levy,Dakota Goyo,1
3394,Shawn Levy,Anthony Mackie,1
3395,Michael Patrick King,Sarah Jessica Parker,2
3396,Michael Patrick King,Kim Cattrall,2
3397,Michael Patrick King,Cynthia Nixon,2
3398,Michael Patrick King,Kristin Davis,2
3399,Sylvester Stallone,Julie Benz,1
3400,Sylvester Stallone,Matthew Marsden,1
3401,Sylvester Stallone,Graham McTavish,1
3402,Robert Rodriguez,Freddy Rodríguez,1
3403,Robert Rodriguez,Josh Brolin,1
3404,Robert Rodriguez,Marley Shelton,1
3405,Peter Landesman,Will Smith,1
3406,Peter Landesman,Alec Baldwin,1
3407,Peter Landesman,Albert Brooks,1
3408,Peter Landesman,David Morse,1
3409,Tarsem Singh,Lee Pace,1
3410,Tarsem Singh,Catinca Untaru,1
3411,Tarsem Singh,Justine Waddell,1
3412,Tarsem Singh,Kim Uylenbroek,1
3413,Robert Luketic,Katherine Heigl,1
3414,Robert Luketic,Gerard Butler,1
3415,Robert Luketic,Bree Turner,1
3416,Robert Luketic,Eric Winter,1
3417,Gary Winick,Kate Hudson,1
3418,Gary Winick,Anne Hathaway,1
3419,Gary Winick,Candice Bergen,1
3420,Gary Winick,Bryan Greenberg,1
3421,Leslye Headland,Jason Sudeikis,1
3422,Leslye Headland,Alison Brie,1
3423,Leslye Headland,Jordan Carlos,1
3424,Leslye Headland,Margarita Levieva,1
3425,David R. Ellis,Samuel L. Jackson,1
3426,David R. Ellis,Julianna Margulies,1
3427,David R. Ellis,Nathan Phillips,1
3428,David R. Ellis,Rachel Blanchard,1
3429,Michael Dowse,Daniel Radcliffe,1
3430,Michael Dowse,Zoe Kazan,1
3431,Michael Dowse,Megan Park,1
3432,Michael Dowse,Adam Driver,1
3433,Dean DeBlois,Cate Blanchett,1
3434,José Padilha,Joel Kinnaman,1
3435,José Padilha,Gary Oldman,1
3436,José Padilha,Michael Keaton,1
3437,José Padilha,Abbie Cornish,1
3438,James Franco,Nat Wolff,1
3439,James Franco,James Franco,1
3440,James Franco,Vincent D'Onofrio,1
3441,James Franco,Selena Gomez,1
3442,Michael Showalter,Sally Field,1
3443,Michael Showalter,Max Greenfield,1
3444,Michael Showalter,Tyne Daly,1
3445,Michael Showalter,Wendi McLendon-Covey,1
3446,Steven Soderbergh,George Clooney,1
3447,Steven Soderbergh,Brad Pitt,1
3448,Steven Soderbergh,Matt Damon,2
3449,Steven Soderbergh,Michael Mantell,1
3450,James Gunn,Nathan Fillion,1
3451,James Gunn,Elizabeth Banks,1
3452,James Gunn,Michael Rooker,1
3453,James Gunn,Don Thompson,1
3454,Steven Soderbergh,Kate Winslet,1
3455,Steven Soderbergh,Jude Law,1
3456,Steven Soderbergh,Gwyneth Paltrow,1
3457,Matteo Garrone,Salma Hayek,1
3458,Matteo Garrone,Vincent Cassel,1
3459,Matteo Garrone,Toby Jones,1
3460,Matteo Garrone,John C. Reilly,1
3461,Oz Perkins,Ruth Wilson,1
3462,Oz Perkins,Paula Prentiss,1
3463,Oz Perkins,Bob Balaban,1
3464,Gabor Csupo,Josh Hutcherson,1
3465,Gabor Csupo,AnnaSophia Robb,1
3466,Gabor Csupo,Zooey Deschanel,1
3467,Gabor Csupo,Robert Patrick,1
3468,James Ward Byrkit,Emily Baldoni,1
3469,James Ward Byrkit,Maury Sterling,1
3470,James Ward Byrkit,Nicholas Brendon,1
3471,James Ward Byrkit,Elizabeth Gracen,1
3472,George Tillman Jr.,Jamal Woolard,1
3473,George Tillman Jr.,Anthony Mackie,1
3474,George Tillman Jr.,Derek Luke,1
3475,George Tillman Jr.,Momo Dione,1
3476,Hong-jin Na,Jun Kunimura,1
3477,Hong-jin Na,Jung-min Hwang,1
3478,Hong-jin Na,Do-won Kwak,1
3479,Hong-jin Na,Woo-hee Chun,1
3480,Simon West,Sylvester Stallone,1
3481,Simon West,Liam Hemsworth,1
3482,Simon West,Randy Couture,1
3483,Simon West,Jean-Claude Van Damme,1
3484,Gregory Wilson,William Atherton,1
3485,Gregory Wilson,Blythe Auffarth,1
3486,Gregory Wilson,Blanche Baker,1
3487,Gregory Wilson,Kevin Chamberlin,1
3488,Tom Tykwer,Dustin Hoffman,1
3489,Tom Tykwer,Alan Rickman,1
3490,Tom Tykwer,Francesc Albiol,1
3491,Chris Weitz,Nicole Kidman,1
3492,Chris Weitz,Daniel Craig,1
3493,Chris Weitz,Dakota Blue Richards,1
3494,Chris Weitz,Ben Walker,1
3495,Neil Marshall,Michael Fassbender,1
3496,Neil Marshall,Dominic West,1
3497,Neil Marshall,Olga Kurylenko,1
3498,Neil Marshall,Andreas Wisniewski,1
3499,Christopher Landon,Tye Sheridan,1
3500,Christopher Landon,Logan Miller,1
3501,Christopher Landon,Joey Morgan,1
3502,Christopher Landon,Sarah Dumont,1
3503,Burr Steers,Zac Efron,1
3504,Burr Steers,Matthew Perry,1
3505,Burr Steers,Leslie Mann,1
3506,Burr Steers,Thomas Lennon,1
3507,John Erick Dowdle,Lake Bell,1
3508,John Erick Dowdle,Pierce Brosnan,1
3509,John Erick Dowdle,Owen Wilson,1
3510,John Erick Dowdle,Chatchawai Kamonsakpitak,1
3511,Bryan Singer,Brandon Routh,1
3512,Bryan Singer,Kevin Spacey,1
3513,Bryan Singer,Kate Bosworth,1
3514,Bryan Singer,James Marsden,1
3515,Bill Condon,Gil Birmingham,1
3516,Lee Daniels,Gabourey Sidibe,1
3517,Lee Daniels,Mo'Nique,1
3518,Lee Daniels,Paula Patton,1
3519,Lee Daniels,Mariah Carey,1
3520,Gus Van Sant,Matthew McConaughey,1
3521,Gus Van Sant,Naomi Watts,1
3522,Gus Van Sant,Ken Watanabe,1
3523,Gus Van Sant,Ryoko Seta,1
3524,Chris McCoy,Zoey Deutch,1
3525,Chris McCoy,Nicholas Braun,1
3526,Chris McCoy,Mateo Arias,1
3527,Chris McCoy,Israel Broussard,1
3528,Paul Thomas Anderson,Philip Seymour Hoffman,1
3529,Paul Thomas Anderson,Amy Adams,1
3530,Paul Thomas Anderson,Jesse Plemons,1
3531,Craig Brewer,Kenny Wormald,1
3532,Craig Brewer,Julianne Hough,1
3533,Craig Brewer,Dennis Quaid,1
3534,Craig Brewer,Andie MacDowell,1
3535,R.J. Cutler,Chloë Grace Moretz,1
3536,R.J. Cutler,Mireille Enos,1
3537,R.J. Cutler,Jamie Blackley,1
3538,R.J. Cutler,Joshua Leonard,1
3539,Ido Fluk,Dan Stevens,1
3540,Ido Fluk,Malin Akerman,1
3541,Ido Fluk,Oliver Platt,1
3542,Ido Fluk,Kerry Bishé,1
3543,Christopher Smith,Tye Sheridan,1
3544,Christopher Smith,Emory Cohen,1
3545,Christopher Smith,Bel Powley,1
3546,Christopher Smith,Stephen Moyer,1
3547,Anna Biller,Samantha Robinson,1
3548,Anna Biller,Jeffrey Vincent Parise,1
3549,Anna Biller,Laura Waddell,1
3550,Anna Biller,Gian Keys,1
3551,Adam McKay,Sacha Baron Cohen,1
3552,Adam McKay,Gary Cole,1
3553,Tom Six,Dieter Laser,1
3554,Tom Six,Ashley C. Williams,1
3555,Tom Six,Ashlynn Yennie,1
3556,Tom Six,Akihiro Kitamura,1
3557,James Gunn,Rainn Wilson,1
3558,James Gunn,Ellen Page,1
3559,James Gunn,Liv Tyler,1
3560,James Gunn,Kevin Bacon,1
3561,Richie Smyth,Jamie Dornan,1
3562,Richie Smyth,Mark Strong,1
3563,Richie Smyth,Jason O'Mara,1
3564,Richie Smyth,Michael McElhatton,1
3565,Jason Reitman,George Clooney,1
3566,Jason Reitman,Vera Farmiga,1
3567,Jason Reitman,Anna Kendrick,1
3568,Ryûhei Kitamura,Vinnie Jones,1
3569,Ryûhei Kitamura,Bradley Cooper,1
3570,Ryûhei Kitamura,Leslie Bibb,1
3571,Ryûhei Kitamura,Brooke Shields,1
3572,David Slade,Kristen Stewart,1
3573,David Slade,Robert Pattinson,1
3574,David Slade,Taylor Lautner,1
3575,David Slade,Xavier Samuel,1
3576,Greg Kwedar,Johnny Simmons,1
3577,Greg Kwedar,Gabriel Luna,1
3578,Greg Kwedar,Clifton Collins Jr.,1
3579,Greg Kwedar,David Acord,1
3580,Mark Mylod,Anna Faris,1
3581,Mark Mylod,Chris Evans,1
3582,Mark Mylod,Ari Graynor,1
3583,Mark Mylod,Blythe Danner,1
3584,David Twohy,Vin Diesel,1
3585,David Twohy,Karl Urban,1
3586,David Twohy,Katee Sackhoff,1
3587,David Twohy,Jordi Mollà,1
3588,Christopher Smith,Melissa George,1
3589,Christopher Smith,Joshua McIvor,1
3590,Christopher Smith,Jack Taylor,1
3591,Christopher Smith,Michael Dorman,1
3592,Lee Daniels,Forest Whitaker,1
3593,Lee Daniels,Oprah Winfrey,1
3594,Lee Daniels,John Cusack,1
3595,Lee Daniels,Jane Fonda,1
3596,Justin Kelly,Garrett Clayton,1
3597,Justin Kelly,Christian Slater,1
3598,Justin Kelly,Molly Ringwald,1
3599,Justin Kelly,James Kelley,1
3600,M. Night Shyamalan,Jaden Smith,1
3601,M. Night Shyamalan,David Denman,1
3602,M. Night Shyamalan,Will Smith,1
3603,M. Night Shyamalan,Sophie Okonedo,1
3604,Justin Tipping,Jahking Guillory,1
3605,Justin Tipping,Christopher Jordan Wallace,1
3606,Justin Tipping,Christopher Meyer,1
3607,Justin Tipping,Kofi Siriboe,1
3608,Alfonso Gomez-Rejon,Thomas Mann,1
3609,Alfonso Gomez-Rejon,RJ Cyler,1
3610,Alfonso Gomez-Rejon,Olivia Cooke,1
3611,Alfonso Gomez-Rejon,Nick Offerman,1
3612,Alexander Payne,George Clooney,1
3613,Alexander Payne,Shailene Woodley,1
3614,Alexander Payne,Amara Miller,1
3615,Alexander Payne,Nick Krause,1
3616,Jordan Vogt-Roberts,Nick Robinson,1
3617,Jordan Vogt-Roberts,Gabriel Basso,1
3618,Jordan Vogt-Roberts,Moises Arias,1
3619,Jordan Vogt-Roberts,Nick Offerman,1
3620,Paul W.S. Anderson,Jason Statham,1
3621,Paul W.S. Anderson,Joan Allen,1
3622,Paul W.S. Anderson,Tyrese Gibson,1
3623,Paul W.S. Anderson,Ian McShane,1
3624,Tom Gormican,Zac Efron,1
3625,Tom Gormican,Michael B. Jordan,1
3626,Tom Gormican,Miles Teller,1
3627,Tom Gormican,Imogen Poots,1
3628,Scott Stewart,Paul Bettany,1
3629,Scott Stewart,Dennis Quaid,1
3630,Scott Stewart,Charles S. Dutton,1
3631,Scott Stewart,Lucas Black,1
3632,David Ayer,Jake Gyllenhaal,1
3633,David Ayer,Anna Kendrick,1
3634,David Ayer,America Ferrera,1
3635,McG,Kevin Costner,1
3636,McG,Hailee Steinfeld,1
3637,McG,Connie Nielsen,1
3638,McG,Amber Heard,1
3639,Paul McGuigan,Josh Hartnett,1
3640,Paul McGuigan,Ben Kingsley,1
3641,Paul McGuigan,Morgan Freeman,1
3642,Paul McGuigan,Lucy Liu,1
3643,Danny Boyle,James McAvoy,1
3644,Danny Boyle,Rosario Dawson,1
3645,Danny Boyle,Vincent Cassel,1
3646,Danny Boyle,Danny Sapani,1
3647,Patricia Rozema,Ellen Page,1
3648,Patricia Rozema,Evan Rachel Wood,1
3649,Patricia Rozema,Max Minghella,1
3650,Patricia Rozema,Callum Keith Rennie,1
3651,Justin Chadwick,Natalie Portman,1
3652,Justin Chadwick,Scarlett Johansson,1
3653,Justin Chadwick,Eric Bana,1
3654,Justin Chadwick,Jim Sturgess,1
3655,Steven R. Monroe,Sarah Butler,1
3656,Steven R. Monroe,Jeff Branson,1
3657,Steven R. Monroe,Andrew Howard,1
3658,Steven R. Monroe,Daniel Franzese,1
3659,James Lapine,Viola Davis,1
3660,James Lapine,Hayden Panettiere,1
3661,James Lapine,Catalina Sandino Moreno,1
3662,James Lapine,Ellen Burstyn,1
3663,David Lynch,Laura Dern,1
3664,David Lynch,Jeremy Irons,1
3665,David Lynch,Justin Theroux,1
3666,David Lynch,Karolina Gruszka,1
3667,Jérôme Salle,Lambert Wilson,1
3668,Jérôme Salle,Pierre Niney,1
3669,Jérôme Salle,Audrey Tautou,1
3670,Jérôme Salle,Laurent Lucas,1
3671,Robert Zemeckis,Joseph Gordon-Levitt,1
3672,Robert Zemeckis,Charlotte Le Bon,1
3673,Robert Zemeckis,Guillaume Baillargeon,1
3674,Robert Zemeckis,Émilie Leclerc,1
3675,Micheal Bafaro,Anna Hutchison,1
3676,Micheal Bafaro,Andrea Whitburn,1
3677,Micheal Bafaro,Jennifer Koenig,1
3678,Micheal Bafaro,Michael Dickson,1
3679,Gore Verbinski,Armie Hammer,1
3680,Gore Verbinski,William Fichtner,1
3681,Gore Verbinski,Tom Wilkinson,1
3682,John Luessenhop,Alexandra Daddario,1
3683,John Luessenhop,Tania Raymonde,1
3684,John Luessenhop,Scott Eastwood,1
3685,John Luessenhop,Trey Songz,1
3686,D.J. Caruso,David Morse,1
3687,D.J. Caruso,Carrie-Anne Moss,1
3688,D.J. Caruso,Sarah Roemer,1
3689,Adam Shankman,Julianne Hough,1
3690,Adam Shankman,Diego Boneta,1
3691,Adam Shankman,Tom Cruise,1
3692,Adam Shankman,Alec Baldwin,1
3693,Wes Craven,Neve Campbell,1
3694,Wes Craven,Courteney Cox,1
3695,Wes Craven,David Arquette,1
3696,Wes Craven,Lucy Hale,1
3697,Mira Nair,Madina Nalwanga,1
3698,Mira Nair,David Oyelowo,1
3699,Mira Nair,Lupita Nyong'o,1
3700,Mira Nair,Martin Kabanza,1
3701,Kirk Jones,Nia Vardalos,1
3702,Kirk Jones,John Corbett,1
3703,Kirk Jones,Michael Constantine,1
3704,Kirk Jones,Lainie Kazan,1
3705,Gilles Paquet-Brenner,Charlize Theron,1
3706,Gilles Paquet-Brenner,Nicholas Hoult,1
3707,Gilles Paquet-Brenner,Christina Hendricks,1
3708,Gilles Paquet-Brenner,Chloë Grace Moretz,1
3709,Lisa Addario,Jason Biggs,1
3710,Lisa Addario,Janet Montgomery,1
3711,Lisa Addario,Ashley Tisdale,1
3712,Lisa Addario,Bria L. Murphy,1
3713,Xavier Dolan,Nathalie Baye,1
3714,Xavier Dolan,Vincent Cassel,1
3715,Xavier Dolan,Marion Cotillard,1
3716,Xavier Dolan,Léa Seydoux,1
3717,Pedro Almodóvar,Antonio Banderas,1
3718,Pedro Almodóvar,Elena Anaya,1
3719,Pedro Almodóvar,Jan Cornet,1
3720,Pedro Almodóvar,Marisa Paredes,1
3721,Patricia Riggen,Jennifer Garner,1
3722,Patricia Riggen,Kylie Rogers,1
3723,Patricia Riggen,Martin Henderson,1
3724,Patricia Riggen,Brighton Sharbino,1
3725,Will Gluck,Quvenzhané Wallis,1
3726,Will Gluck,Cameron Diaz,1
3727,Will Gluck,Jamie Foxx,1
3728,Will Gluck,Rose Byrne,1
3729,Julie Taymor,Evan Rachel Wood,1
3730,Julie Taymor,Jim Sturgess,1
3731,Julie Taymor,Joe Anderson,1
3732,Julie Taymor,Dana Fuchs,1
3733,Luke Greenfield,Jake Johnson,1
3734,Luke Greenfield,Damon Wayans Jr.,1
3735,Luke Greenfield,Rob Riggle,1
3736,Luke Greenfield,Nina Dobrev,1
3737,Boaz Yakin,Thomas Haden Church,1
3738,Boaz Yakin,Josh Wiggins,1
3739,Boaz Yakin,Luke Kleintank,1
3740,Boaz Yakin,Lauren Graham,1
3741,David Gordon Green,Natalie Portman,1
3742,David Gordon Green,Rasmus Hardiker,1
3743,Steven Quale,Nicholas D'Agosto,1
3744,Steven Quale,Emma Bell,1
3745,Steven Quale,Arlen Escarpeta,1
3746,Steven Quale,Miles Fisher,1
3747,Shana Feste,Gabriella Wilde,1
3748,Shana Feste,Alex Pettyfer,1
3749,Shana Feste,Bruce Greenwood,1
3750,Shana Feste,Robert Patrick,1
3751,Pascal Laugier,Morjana Alaoui,1
3752,Pascal Laugier,Mylène Jampanoï,1
3753,Pascal Laugier,Catherine Bégin,1
3754,Pascal Laugier,Robert Toupin,1
3755,Ava DuVernay,David Oyelowo,1
3756,Ava DuVernay,Carmen Ejogo,1
3757,Ava DuVernay,Tim Roth,1
3758,Ava DuVernay,Lorraine Toussaint,1
3759,Patrick Tatopoulos,Rhona Mitra,1
3760,Patrick Tatopoulos,Michael Sheen,1
3761,Patrick Tatopoulos,Bill Nighy,1
3762,Patrick Tatopoulos,Steven Mackintosh,1
3763,Aamir Khan,Darsheel Safary,1
3764,Aamir Khan,Aamir Khan,1
3765,Aamir Khan,Tanay Chheda,1
3766,Aamir Khan,Sachet Engineer,1
3767,Michael Dowse,Topher Grace,1
3768,Michael Dowse,Anna Faris,1
3769,Michael Dowse,Dan Fogler,1
3770,Michael Dowse,Teresa Palmer,1
3771,Paul W.S. Anderson,Wentworth Miller,1
3772,Paul W.S. Anderson,Kim Coates,1
3773,Nima Nourizadeh,Thomas Mann,1
3774,Nima Nourizadeh,Oliver Cooper,1
3775,Nima Nourizadeh,Jonathan Daniel Brown,1
3776,Nima Nourizadeh,Dax Flame,1
3777,Billy Ray,Chiwetel Ejiofor,1
3778,Billy Ray,Nicole Kidman,1
3779,Billy Ray,Julia Roberts,1
3780,Billy Ray,Dean Norris,1
3781,Eli Roth,Lauren German,1
3782,Eli Roth,Heather Matarazzo,1
3783,Eli Roth,Bijou Phillips,1
3784,Eli Roth,Roger Bart,1
3785,Jon M. Chu,Robert Hoffman,1
3786,Jon M. Chu,Briana Evigan,1
3787,Jon M. Chu,Cassie Ventura,1
3788,Jon M. Chu,Adam G. Sevani,1
3789,Scot Armstrong,Adam Pally,1
